//X Y Z C2M_signed_distances[<5] R G B
0.07893819 0.04327372 -0.03774717 0.003160 255 172 51
0.13939615 0.02897478 -0.06682483 0.000493 255 172 51
0.14163223 0.02481019 -0.06692134 0.000604 255 172 51
0.14087136 0.02088339 -0.06701965 0.000682 255 172 51
0.13763526 0.01598556 -0.06738199 0.000927 255 172 51
0.13587737 0.03140903 -0.06688818 0.000571 255 172 51
0.12928142 0.03462157 -0.06586599 -0.000258 255 172 51
0.13246132 0.03293726 -0.06668093 0.000374 255 172 51
0.12342019 0.03594851 -0.06432293 -0.000907 255 172 51
0.12508613 0.03578159 -0.06413160 -0.000884 255 172 51
0.12683719 0.03557147 -0.06413090 -0.000920 255 172 51
0.13280787 0.01408388 -0.06783406 0.000913 255 172 51
0.13381739 0.01516259 -0.06773271 0.001038 255 172 51
0.12807788 0.01186400 -0.06828837 0.000676 255 172 51
0.12750700 0.01066629 -0.06882685 0.000627 255 172 51
0.12609819 0.00961115 -0.06944460 0.000792 255 172 51
0.12712227 0.03561503 -0.05732380 -0.001110 255 172 51
0.11097688 -0.01560897 -0.07178649 -0.000715 255 172 51
0.11423913 -0.01552762 -0.07158035 -0.000973 255 172 51
0.11517026 -0.01537424 -0.07146630 -0.000970 255 172 51
0.11302207 -0.01576211 -0.07168750 -0.001092 255 172 51
0.12561661 0.00846732 -0.07006584 0.001018 255 172 51
0.12669331 0.00708146 -0.07071779 0.001305 255 172 51
0.12960276 0.00581009 -0.07072907 0.001003 255 172 51
0.13201724 0.00361998 -0.07054156 0.001306 255 172 51
0.13211030 -0.00047456 -0.07030705 0.001566 255 172 51
0.12166589 -0.01508086 -0.07088074 -0.001354 255 172 51
0.11889900 -0.01552543 -0.07093772 -0.001558 255 172 51
0.12299254 -0.01484488 -0.07088634 -0.001204 255 172 51
0.12813210 -0.01357049 -0.07069734 -0.000458 255 172 51
0.12443907 -0.01441329 -0.07085441 -0.000875 255 172 51
0.13101590 -0.01221787 -0.06997462 0.000440 255 172 51
0.11766896 -0.01554888 -0.07103126 -0.001439 255 172 51
0.10831960 -0.01536931 -0.07197949 -0.000454 255 172 51
0.08214044 0.04909340 -0.03378460 0.001296 255 172 51
0.08235047 0.04930330 -0.03118172 0.000825 255 172 51
0.08160174 0.04862420 -0.03573070 0.001583 255 172 51
0.08092077 0.04733411 -0.03664803 0.001935 255 172 51
0.08032148 0.04581840 -0.03646891 0.002101 255 172 51
0.14222379 0.02871523 -0.06659243 0.000345 255 172 51
0.14167847 0.02308181 -0.06696361 0.000643 255 172 51
0.14369209 0.02671280 -0.06674583 0.000505 255 172 51
0.14028803 0.01906356 -0.06704574 0.000694 255 172 51
0.13981041 0.01723051 -0.06714799 0.000782 255 172 51
0.13535476 0.01614880 -0.06757154 0.001047 255 172 51
0.13901003 0.03053225 -0.06669022 0.000374 255 172 51
0.13708901 0.03158523 -0.06669676 0.000399 255 172 51
0.13423122 0.03259107 -0.06668690 0.000410 255 172 51
0.13514616 0.03236687 -0.06671275 0.000440 255 172 51
0.13092734 0.03410280 -0.06589706 -0.000280 255 172 51
0.13355775 0.03332014 -0.06625111 0.000073 255 172 51
0.12846960 0.03529400 -0.06432305 -0.000989 255 172 51
0.12876602 0.03505676 -0.06530288 -0.000623 255 172 51
0.13290124 0.01312267 -0.06788564 0.000768 255 172 51
0.12977642 0.01213961 -0.06813302 0.000585 255 172 51
0.12544024 0.03579923 -0.05425364 -0.000942 255 172 51
0.12921877 0.03530648 -0.06072349 -0.001057 255 172 51
0.10951874 -0.01516527 -0.07183594 0.000228 255 172 51
0.11524789 -0.01547801 -0.07149480 -0.001090 255 172 51
0.11210337 -0.01597217 -0.07178362 -0.001219 255 172 51
0.12719022 0.00841046 -0.07011986 0.001033 255 172 51
0.12704867 0.00758795 -0.07058375 0.001221 255 172 51
0.12722014 0.00718540 -0.07072430 0.001265 255 172 51
0.12815855 0.00718402 -0.07057351 0.001026 255 172 51
0.13116331 0.00591501 -0.07076082 0.001187 255 172 51
0.13298930 0.00298028 -0.07003421 0.001137 255 172 51
0.13198337 0.00500797 -0.07065795 0.001320 255 172 51
0.13267934 -0.00192699 -0.06995294 0.001630 255 172 51
0.13244200 0.00032577 -0.07023462 0.001439 255 172 51
0.13284609 -0.00678992 -0.06926756 0.001242 255 172 51
0.12135534 -0.01540715 -0.07112225 -0.001712 255 172 51
0.11815569 -0.01556249 -0.07096980 -0.001504 255 172 51
0.12785667 -0.01429110 -0.07094262 -0.001177 255 172 51
0.12547910 -0.01432138 -0.07093251 -0.000921 255 172 51
0.12983617 -0.01379667 -0.07060175 -0.000793 255 172 51
0.13299219 -0.01179351 -0.06904008 0.000847 255 172 51
0.10810743 -0.01577658 -0.07208306 -0.000785 255 172 51
0.08236773 0.04926144 -0.02759253 0.000511 255 172 51
0.08014613 0.04464706 -0.03548331 0.001487 255 172 51
0.14072287 0.03028197 -0.06645989 0.000213 255 172 51
0.14407009 0.02447508 -0.06684330 0.000585 255 172 51
0.14358893 0.02209723 -0.06691726 0.000636 255 172 51
0.14129569 0.01954830 -0.06697790 0.000647 255 172 51
0.14046614 0.01397052 -0.06720108 0.000798 255 172 51
0.13576756 0.01398607 -0.06765448 0.000947 255 172 51
0.13803972 0.03110937 -0.06671727 0.000401 255 172 51
0.13617800 0.03233059 -0.06655454 0.000289 255 172 51
0.13221169 0.03356113 -0.06625778 0.000047 255 172 51
0.12998731 0.03488017 -0.06466306 -0.001115 255 172 51
0.12794898 0.03547230 -0.06281263 -0.001008 255 172 51
0.13412054 0.01349269 -0.06780966 0.000872 255 172 51
0.13242163 0.01233313 -0.06799536 0.000586 255 172 51
0.12935942 0.01118075 -0.06847476 0.000510 255 172 51
0.12791871 0.00948831 -0.06947883 0.000717 255 172 51
0.13118558 0.01204076 -0.06809277 0.000524 255 172 51
0.12751901 0.03549479 -0.05445431 -0.001245 255 172 51
0.12962863 0.03530510 -0.05763619 -0.001111 255 172 51
0.10955924 -0.01562807 -0.07192202 -0.000587 255 172 51
0.11325696 -0.01595364 -0.07173944 -0.001314 255 172 51
0.11165519 -0.01605505 -0.07183529 -0.001256 255 172 51
0.11256415 -0.01609265 -0.07179803 -0.001388 255 172 51
0.12963633 0.00723848 -0.07051788 0.000967 255 172 51
0.13066347 0.00682644 -0.07065938 0.001095 255 172 51
0.13274908 0.00447573 -0.07036520 0.001286 255 172 51
0.13276021 0.00127477 -0.07007825 0.001237 255 172 51
0.13263768 -0.00052154 -0.07014671 0.001617 255 172 51
0.13286366 -0.00349656 -0.06987099 0.001792 255 172 51
0.13304617 -0.00531342 -0.06943821 0.001490 255 172 51
0.13314945 -0.00814553 -0.06879348 0.000715 255 172 51
0.12205720 -0.01532895 -0.07116029 -0.001685 255 172 51
0.12146406 -0.01549627 -0.07124545 -0.001841 255 172 51
0.11909661 -0.01564607 -0.07098783 -0.001710 255 172 51
0.11844642 -0.01571338 -0.07101152 -0.001696 255 172 51
0.12379485 -0.01483125 -0.07101943 -0.001277 255 172 51
0.12888981 -0.01434770 -0.07090403 -0.001293 255 172 51
0.13147208 -0.01408644 -0.07042355 -0.001778 255 172 51
0.13373357 -0.00989572 -0.06789836 -0.000063 255 172 51
0.13249198 -0.01335935 -0.06985164 -0.001721 255 172 51
0.08187734 0.04768508 -0.03447332 0.001409 255 172 51
0.08240941 0.04804476 -0.03263325 0.000993 255 172 51
0.08272480 0.04666723 -0.02956157 0.000217 255 172 51
0.08116769 0.04679789 -0.03532034 0.001534 255 172 51
0.08060543 0.04581106 -0.03549449 0.001584 255 172 51
0.14273119 0.03060819 -0.06606282 -0.000027 255 172 51
0.14406018 0.02825108 -0.06659131 0.000398 255 172 51
0.14519039 0.02583638 -0.06676010 0.000547 255 172 51
0.14289093 0.01995239 -0.06695247 0.000655 255 172 51
0.14096242 0.01892171 -0.06698766 0.000649 255 172 51
0.14080754 0.01818020 -0.06703015 0.000688 255 172 51
0.13784167 0.01287088 -0.06748710 0.000812 255 172 51
0.14167595 0.01674217 -0.06705886 0.000733 255 172 51
0.13981731 0.03131876 -0.06631348 0.000065 255 172 51
0.13879709 0.03138014 -0.06651071 0.000215 255 172 51
0.13804835 0.03189978 -0.06640217 0.000130 255 172 51
0.13716854 0.03245497 -0.06626543 0.000036 255 172 51
0.13467912 0.03302372 -0.06641480 0.000253 255 172 51
0.13550189 0.03286545 -0.06638944 0.000198 255 172 51
0.13266926 0.03405542 -0.06558010 -0.000399 255 172 51
0.13185999 0.03457715 -0.06462379 -0.000885 255 172 51
0.12935556 0.03521588 -0.06316927 -0.001059 255 172 51
0.13383783 0.01230888 -0.06793945 0.000641 255 172 51
0.12950355 0.01006822 -0.06906546 0.000565 255 172 51
0.13051006 0.01151350 -0.06825704 0.000441 255 172 51
0.12897058 0.03537866 -0.05570833 -0.001217 255 172 51
0.13150287 0.03501009 -0.05906678 -0.001041 255 172 51
0.11065223 -0.01587637 -0.07186907 -0.000933 255 172 51
0.11107485 -0.01597104 -0.07185313 -0.001086 255 172 51
0.12967406 0.00845660 -0.06998877 0.000772 255 172 51
0.13117725 0.00654097 -0.07075277 0.001214 255 172 51
0.13206625 0.00602305 -0.07064978 0.001329 255 172 51
0.13373984 0.00498650 -0.06972653 0.001182 255 172 51
0.13364604 0.00169067 -0.06946255 0.001182 255 172 51
0.13282345 0.00570596 -0.07035126 0.001287 255 172 51
0.13326298 -0.00002127 -0.06967564 0.001359 255 172 51
0.13333739 -0.00283428 -0.06966635 0.001751 255 172 51
0.13298498 -0.00433222 -0.06970152 0.001683 255 172 51
0.13371480 -0.00621199 -0.06868991 0.001187 255 172 51
0.13351890 -0.00721009 -0.06880387 0.001075 255 172 51
0.12892838 -0.01468391 -0.07105885 -0.001664 255 172 51
0.12983035 -0.01470074 -0.07098194 -0.001760 255 172 51
0.13061948 -0.01454302 -0.07077336 -0.001708 255 172 51
0.13401836 -0.01161664 -0.06809419 -0.001625 255 172 51
0.13366054 -0.01331319 -0.06938066 -0.002383 255 172 51
0.08226710 0.04757844 -0.03353322 0.001213 255 172 51
0.08255427 0.04699250 -0.03167903 0.000555 255 172 51
0.08086632 0.04569905 -0.03496711 0.001327 255 172 51
0.14432159 0.02943604 -0.06634838 0.000235 255 172 51
0.14115407 0.03149900 -0.06595220 -0.000184 255 172 51
0.14570682 0.02810804 -0.06659681 0.000462 255 172 51
0.14600369 0.02333014 -0.06686276 0.000643 255 172 51
0.14559177 0.02666998 -0.06671653 0.000524 255 172 51
0.14613079 0.02520891 -0.06679138 0.000593 255 172 51
0.14585422 0.02065372 -0.06691673 0.000685 255 172 51
0.14187139 0.01856894 -0.06698138 0.000661 255 172 51
0.13928570 0.01156300 -0.06730960 0.000555 255 172 51
0.14360489 0.01454545 -0.06704043 0.000714 255 172 51
0.13625456 0.01203059 -0.06779092 0.000776 255 172 51
0.13632093 0.03303120 -0.06596000 -0.000182 255 172 51
0.13445012 0.03339957 -0.06611028 0.000019 255 172 51
0.13108228 0.03492957 -0.06298014 -0.001037 255 172 51
0.13355516 0.03387570 -0.06568700 -0.000293 255 172 51
0.13502158 0.01245418 -0.06785906 0.000753 255 172 51
0.13319591 0.01170596 -0.06808022 0.000524 255 172 51
0.13216813 0.01143861 -0.06822392 0.000469 255 172 51
0.13103431 0.01083990 -0.06854954 0.000468 255 172 51
0.13123751 0.01143982 -0.06824537 0.000433 255 172 51
0.12921484 0.03522561 -0.05390810 -0.001366 255 172 51
0.13168320 0.03511997 -0.05539253 -0.001067 255 172 51
0.13156474 0.03493606 -0.06119289 -0.001027 255 172 51
0.13025832 0.00758477 -0.07042946 0.000996 255 172 51
0.13161997 0.00680817 -0.07062314 0.001240 255 172 51
0.13447422 0.00336841 -0.06888225 0.001115 255 172 51
0.13388908 -0.00184128 -0.06899333 0.001439 255 172 51
0.13335583 -0.00367412 -0.06965196 0.001792 255 172 51
0.13365297 -0.00443008 -0.06916918 0.001506 255 172 51
0.13385712 -0.00759612 -0.06815477 0.000626 255 172 51
0.12175314 -0.01553601 -0.07134330 -0.001927 255 172 51
0.12930229 -0.01481092 -0.07110086 -0.001827 255 172 51
0.13126071 -0.01470707 -0.07077023 -0.002157 255 172 51
0.13244757 -0.01424452 -0.07029866 -0.002483 255 172 51
0.13425578 -0.01122810 -0.06760670 -0.001435 255 172 51
0.13428445 -0.01271527 -0.06847204 -0.002441 255 172 51
0.13325819 -0.01397808 -0.06996728 -0.002677 255 172 51
0.08205364 0.04686362 -0.03396750 0.001237 255 172 51
0.08168673 0.04676674 -0.03447992 0.001341 255 172 51
0.08244134 0.04696769 -0.03279034 0.000943 255 172 51
0.08276360 0.04522868 -0.03116504 -0.000066 255 172 51
0.08109445 0.04481220 -0.03422717 0.000837 255 172 51
0.14410996 0.03041159 -0.06604172 -0.000015 255 172 51
0.14215808 0.03183834 -0.06549001 -0.000489 255 172 51
0.14603108 0.02607768 -0.06674442 0.000555 255 172 51
0.14410216 0.01773564 -0.06697271 0.000697 255 172 51
0.14104834 0.01103296 -0.06711051 0.000450 255 172 51
0.13814971 0.01129621 -0.06749665 0.000608 255 172 51
0.14330520 0.01172827 -0.06704873 0.000556 255 172 51
0.13725573 0.01136532 -0.06768593 0.000684 255 172 51
0.13908051 0.03205265 -0.06606763 -0.000156 255 172 51
0.14016853 0.03210550 -0.06578913 -0.000340 255 172 51
0.13810870 0.03270632 -0.06573462 -0.000445 255 172 51
0.13722248 0.03292126 -0.06585894 -0.000263 255 172 51
0.13435455 0.03375518 -0.06559069 -0.000378 255 172 51
0.13517861 0.03333721 -0.06597045 -0.000095 255 172 51
0.13290957 0.03442459 -0.06489819 -0.000649 255 172 51
0.13250881 0.03469247 -0.06369276 -0.000903 255 172 51
0.13357355 0.03417522 -0.06519088 -0.000560 255 172 51
0.13457844 0.01182110 -0.06798232 0.000640 255 172 51
0.13404566 0.01136864 -0.06813959 0.000582 255 172 51
0.13181798 0.00961502 -0.06921090 0.000653 255 172 51
0.13419203 0.03462599 -0.05874788 -0.000994 255 172 51
0.13301925 0.03472377 -0.06059475 -0.001019 255 172 51
0.13114786 0.00759175 -0.07039325 0.001031 255 172 51
0.13251740 0.00662259 -0.07040875 0.001274 255 172 51
0.13362621 0.00706726 -0.06971931 0.001109 255 172 51
0.13559952 0.00623276 -0.06841962 0.000905 255 172 51
0.13465306 0.00074980 -0.06810488 0.001109 255 172 51
0.13372116 -0.00322212 -0.06932794 0.001686 255 172 51
0.13375592 -0.00704535 -0.06864616 0.001098 255 172 51
0.13423629 -0.00481698 -0.06806301 0.001151 255 172 51
0.13444227 -0.00810964 -0.06651441 0.000387 255 172 51
0.13075085 -0.01487245 -0.07095499 -0.002100 255 172 51
0.13205066 -0.01461724 -0.07061416 -0.002584 255 172 51
0.13199975 -0.01440768 -0.07045424 -0.002369 255 172 51
0.13472900 -0.01214258 -0.06732157 0.002407 255 172 51
0.13447303 -0.01102263 -0.06699441 0.001226 255 172 51
0.13453661 -0.01353919 -0.06904418 -0.003123 255 172 51
0.13425095 -0.01409773 -0.06979793 -0.003412 255 172 51
0.08226544 0.04649280 -0.03338323 0.001038 255 172 51
0.08133902 0.04609498 -0.03458793 0.001240 255 172 51
0.08241692 0.04553020 -0.03257415 0.000460 255 172 51
0.14409295 0.03117459 -0.06561060 -0.000358 255 172 51
0.14521442 0.03041437 -0.06598616 -0.000029 255 172 51
0.14145738 0.03190050 -0.06568573 -0.000332 255 172 51
0.14305693 0.03140253 -0.06563680 -0.000377 255 172 51
0.14586417 0.02954330 -0.06633718 0.000289 255 172 51
0.14695343 0.02662009 -0.06673560 0.000591 255 172 51
0.14821260 0.02483672 -0.06682929 0.000683 255 172 51
0.14795341 0.02256363 -0.06688739 0.000713 255 172 51
0.14739063 0.01810068 -0.06691749 0.000706 255 172 51
0.13959605 0.00977363 -0.06719059 0.000315 255 172 51
0.13859539 0.01044256 -0.06742939 0.000465 255 172 51
0.14596161 0.01552854 -0.06695161 0.000678 255 172 51
0.14489123 0.01258089 -0.06701376 0.000621 255 172 51
0.13621131 0.01038331 -0.06807808 0.000658 255 172 51
0.13510692 0.01122963 -0.06809663 0.000680 255 172 51
0.14110468 0.03223643 -0.06542435 -0.000552 255 172 51
0.13717368 0.03327386 -0.06525105 -0.000788 255 172 51
0.13568582 0.03368436 -0.06501379 -0.000839 255 172 51
0.13288337 0.03458232 -0.06436345 -0.000779 255 172 51
0.13310577 0.03464661 -0.06246567 -0.000959 255 172 51
0.13318934 0.01117277 -0.06825751 0.000510 255 172 51
0.13262457 0.01064953 -0.06855744 0.000540 255 172 51
0.13178211 0.00839621 -0.06991688 0.000931 255 172 51
0.13504887 0.03468213 -0.05596723 -0.000944 255 172 51
0.13170320 0.00731374 -0.07049652 0.001218 255 172 51
0.13222431 0.00744714 -0.07026793 0.001158 255 172 51
0.13612227 0.00342012 -0.06699950 0.000743 255 172 51
0.13468684 -0.00169170 -0.06755172 0.001133 255 172 51
0.13413501 -0.00339310 -0.06860570 0.001438 255 172 51
0.13435301 -0.00624246 -0.06727980 0.000809 255 172 51
0.13461299 -0.01008950 -0.06610364 0.000137 255 172 51
0.13069063 -0.01494238 -0.07103584 -0.002167 255 172 51
0.13142073 -0.01489830 -0.07090408 -0.002430 255 172 51
0.13332915 -0.01449600 -0.07039150 -0.003229 255 172 51
0.13486397 -0.01287138 -0.06791724 -0.003099 255 172 51
0.13501884 -0.01334841 -0.06835613 -0.003414 255 172 51
0.08207130 0.04628264 -0.03376192 0.001143 255 172 51
0.08175008 0.04610398 -0.03409083 0.001166 255 172 51
0.08278546 0.04341008 -0.03211001 -0.000431 255 172 51
0.14331189 0.03187508 -0.06519538 -0.000714 255 172 51
0.14690773 0.02926076 -0.06647353 0.000440 255 172 51
0.14770970 0.02830097 -0.06664689 0.000586 255 172 51
0.14907572 0.02068700 -0.06690078 0.000742 255 172 51
0.14111730 0.00928704 -0.06688669 0.000176 255 172 51
0.14261359 0.00984588 -0.06692304 0.000277 255 172 51
0.13759014 0.01031226 -0.06769206 0.000540 255 172 51
0.14546315 0.01370375 -0.06697814 0.000646 255 172 51
0.14622506 0.01076011 -0.06696744 0.000496 255 172 51
0.13948965 0.03273585 -0.06524328 -0.000777 255 172 51
0.14035720 0.03254291 -0.06532244 -0.000642 255 172 51
0.13348307 0.03442972 -0.06460998 -0.000706 255 172 51
0.13359384 0.03449845 -0.06387901 -0.000842 255 172 51
0.13433440 0.03417168 -0.06463639 -0.000756 255 172 51
0.13362207 0.01077858 -0.06840830 0.000579 255 172 51
0.13361387 0.01006155 -0.06876428 0.000682 255 172 51
0.13275903 0.00885372 -0.06955433 0.000918 255 172 51
0.13479577 0.03440567 -0.06133138 -0.000968 255 172 51
0.13394292 0.03501227 -0.05378337 -0.000859 255 172 51
0.13708319 0.03425545 -0.05823191 -0.000870 255 172 51
0.13518366 0.00868669 -0.06873093 0.000829 255 172 51
0.13789257 0.00619821 -0.06679863 0.000306 255 172 51
0.13572660 0.00130754 -0.06639463 0.000731 255 172 51
0.13534097 -0.00050745 -0.06626602 0.000743 255 172 51
0.13437556 -0.00259484 -0.06820347 0.001321 255 172 51
0.13459834 -0.00505657 -0.06695683 0.000987 255 172 51
0.13462949 -0.00363702 -0.06727639 0.001122 255 172 51
0.13496557 -0.00902046 -0.06457574 0.000577 255 172 51
0.13500290 -0.00555948 -0.06524406 0.000835 255 172 51
0.13235502 -0.01480378 -0.07076593 -0.002958 255 172 51
0.13497263 -0.01147393 -0.06593151 -0.001357 255 172 51
0.13531338 -0.01308754 -0.06743533 0.003472 255 172 51
0.13526219 -0.01395863 -0.06905918 -0.003944 255 172 51
0.13432163 -0.01449565 -0.07029375 -0.003842 255 172 51
0.08195957 0.04555322 -0.03354874 0.000839 255 172 51
0.08188558 0.04395166 -0.03325762 0.000255 255 172 51
0.14583299 0.03139307 -0.06525657 -0.000513 255 172 51
0.14689486 0.03045376 -0.06609587 0.000170 255 172 51
0.14184919 0.03254877 -0.06471699 -0.000981 255 172 51
0.14273249 0.03231239 -0.06481242 -0.000880 255 172 51
0.14903510 0.02704495 -0.06674948 0.000694 255 172 51
0.15055986 0.02320574 -0.06687313 0.000758 255 172 51
0.15098324 0.01840612 -0.06685738 0.000728 255 172 51
0.14869519 0.01562948 -0.06688082 0.000671 255 172 51
0.14004654 0.00851854 -0.06686763 0.000161 255 172 51
0.13816346 0.00930389 -0.06753694 0.000492 255 172 51
0.14454196 0.00960522 -0.06688296 0.000309 255 172 51
0.14713697 0.01366350 -0.06691732 0.000625 255 172 51
0.14618428 0.01248124 -0.06696163 0.000597 255 172 51
0.13683745 0.00911514 -0.06802136 0.000668 255 172 51
0.13485409 0.00996178 -0.06855654 0.000745 255 172 51
0.14064352 0.03286280 -0.06456818 -0.001080 255 172 51
0.13837171 0.03326565 -0.06463928 -0.000978 255 172 51
0.13702722 0.03371400 -0.06398913 -0.000851 255 172 51
0.13510424 0.03419157 -0.06339223 -0.000868 255 172 51
0.13431518 0.01067494 -0.06838576 0.000640 255 172 51
0.13330793 0.00932615 -0.06920770 0.000827 255 172 51
0.13287410 0.00811103 -0.06983081 0.001028 255 172 51
0.13636857 0.03422265 -0.06031804 -0.000914 255 172 51
0.13576287 0.03470480 -0.05403694 -0.000898 255 172 51
0.13781996 0.03435772 -0.05542985 -0.000752 255 172 51
0.13372929 0.00859419 -0.06938735 0.000973 255 172 51
0.13626771 0.00801074 -0.06826950 0.000776 255 172 51
0.13729595 0.00788296 -0.06772811 0.000654 255 172 51
0.13791704 0.00368019 -0.06490371 -0.000172 255 172 51
0.13653062 0.00209291 -0.06542120 0.000380 255 172 51
0.13511211 -0.00257557 -0.06609373 0.000795 255 172 51
0.13505955 -0.01068980 -0.06478770 -0.000253 255 172 51
0.13550489 -0.01268898 -0.06596473 -0.002554 255 172 51
0.13507906 -0.01444703 -0.07007518 -0.004298 255 172 51
0.13557500 -0.01363136 -0.06804392 -0.004073 255 172 51
0.13442136 -0.01464421 -0.07052635 -0.004077 255 172 51
0.08225188 0.04246683 -0.03305971 -0.000245 255 172 51
0.14442661 0.03194896 -0.06481713 -0.000893 255 172 51
0.14352128 0.03232024 -0.06455632 -0.001052 255 172 51
0.14811699 0.02976299 -0.06647820 0.000538 255 172 51
0.14935844 0.02877361 -0.06662217 0.000628 255 172 51
0.15080477 0.02568511 -0.06680643 0.000725 255 172 51
0.15163547 0.02112303 -0.06687158 0.000770 255 172 51
0.14225227 0.00871395 -0.06667017 0.000146 255 172 51
0.13878562 0.00821278 -0.06714118 0.000344 255 172 51
0.14109214 0.00783893 -0.06641334 0.000063 255 172 51
0.14340578 0.00882376 -0.06669182 0.000213 255 172 51
0.14749688 0.01206829 -0.06692170 0.000577 255 172 51
0.14590219 0.00945030 -0.06692200 0.000351 255 172 51
0.13954648 0.03322250 -0.06415381 -0.000989 255 172 51
0.13430867 0.00934376 -0.06894373 0.000835 255 172 51
0.13683951 0.03401301 -0.06221004 -0.000853 255 172 51
0.13886943 0.03382120 -0.06081872 -0.000885 255 172 51
0.14035171 0.03383788 -0.05783999 -0.000757 255 172 51
0.13978814 0.00624515 -0.06583951 0.000010 255 172 51
0.13604689 0.00054940 -0.06520330 0.000446 255 172 51
0.13586213 -0.00160286 -0.06445536 0.000289 255 172 51
0.13535763 -0.01069429 -0.06320798 0.000237 255 172 51
0.13534665 -0.00862040 -0.06249758 0.001002 255 172 51
0.13543291 -0.01186182 -0.06442034 -0.001327 255 172 51
0.13591561 -0.01352051 -0.06692283 -0.003797 255 172 51
0.13582654 -0.01430197 -0.06940588 -0.004624 255 172 51
0.13595234 -0.01396998 -0.06832010 -0.004530 255 172 51
0.08297665 0.04137676 -0.03287300 -0.000586 255 172 51
0.08142391 0.04228166 -0.03361345 -0.000064 255 172 51
0.08111250 0.04347833 -0.03378433 0.000292 255 172 51
0.14733221 0.03136505 -0.06548090 -0.000304 255 172 51
0.14558810 0.03216865 -0.06420574 -0.001114 255 172 51
0.14292638 0.03271348 -0.06390081 -0.000993 255 172 51
0.14162806 0.03297625 -0.06381819 -0.000944 255 172 51
0.14791188 0.03058702 -0.06632202 0.000461 255 172 51
0.15120280 0.02778808 -0.06666198 0.000661 255 172 51
0.15268795 0.02460097 -0.06681275 0.000758 255 172 51
0.15337476 0.02278589 -0.06682260 0.000766 255 172 51
0.15163173 0.01528210 -0.06680877 0.000669 255 172 51
0.15387452 0.02046299 -0.06680608 0.000753 255 172 51
0.14947720 0.01295779 -0.06685632 0.000619 255 172 51
0.13954695 0.00742461 -0.06661393 0.000150 255 172 51
0.14459071 0.00829629 -0.06648901 0.000193 255 172 51
0.14861606 0.01093659 -0.06691595 0.000588 255 172 51
0.14708610 0.00899089 -0.06681667 0.000447 255 172 51
0.14570469 0.00877945 -0.06676067 0.000293 255 172 51
0.13483043 0.00933786 -0.06878245 0.000824 255 172 51
0.13857199 0.03360720 -0.06316131 -0.000888 255 172 51
0.13729666 0.03455614 -0.05315965 -0.000742 255 172 51
0.14040652 0.03405873 -0.05495269 -0.000483 255 172 51
0.13684574 0.00125089 -0.06411488 0.000041 255 172 51
0.13561229 -0.00495854 -0.06316076 0.000615 255 172 51
0.13524617 -0.01468673 -0.07060836 -0.004722 255 172 51
0.13592769 -0.01294430 -0.06428356 -0.002436 255 172 51
0.13602206 -0.01332404 -0.06549549 -0.003129 255 172 51
0.13558790 -0.01454063 -0.07015387 -0.004744 255 172 51
0.13520950 -0.01464647 -0.07050808 -0.004639 255 172 51
0.08213244 0.04133568 -0.03345373 -0.000325 255 172 51
0.08055434 0.04353750 -0.03412484 0.000385 255 172 51
0.14781588 0.03100771 -0.06606282 0.000244 255 172 51
0.14731419 0.03193890 -0.06439899 -0.001031 255 172 51
0.14432685 0.03247961 -0.06390250 -0.001150 255 172 51
0.14054416 0.03333034 -0.06291353 -0.000928 255 172 51
0.14854251 0.03058550 -0.06636427 0.000536 255 172 51
0.14939068 0.03003399 -0.06643096 0.000584 255 172 51
0.15071414 0.02940256 -0.06646862 0.000575 255 172 51
0.15312794 0.02641235 -0.06669760 0.000678 255 172 51
0.15451521 0.01747009 -0.06677578 0.000722 255 172 51
0.14295895 0.00789674 -0.06629276 0.000098 255 172 51
0.14811510 0.00975991 -0.06693181 0.000577 255 172 51
0.13900538 0.03435995 -0.05369618 -0.000507 255 172 51
0.14236557 0.03331894 -0.06081904 -0.000888 255 172 51
0.14283705 0.03360391 -0.05598083 -0.000541 255 172 51
0.13577323 -0.01223886 -0.06269293 -0.001354 255 172 51
0.13563286 -0.01120818 -0.06146498 -0.000206 255 172 51
0.13543494 -0.00817634 -0.06171396 0.000925 255 172 51
0.13620162 -0.01359020 -0.06572995 -0.003495 255 172 51
0.13602756 -0.01438477 -0.06953274 -0.004847 255 172 51
0.13613701 -0.01418876 -0.06879773 -0.004773 255 172 51
0.13616380 -0.01386405 -0.06750160 0.004418 255 172 51
0.08257318 0.03995492 -0.03377401 -0.000566 255 172 51
0.08056489 0.04258068 -0.03396332 0.000078 255 172 51
0.08142232 0.04066151 -0.03394305 -0.000366 255 172 51
0.14818269 0.03139146 -0.06571973 -0.000034 255 172 51
0.14802526 0.03167868 -0.06516510 -0.000481 255 172 51
0.14640538 0.03237160 -0.06345868 -0.001061 255 172 51
0.14533664 0.03254849 -0.06332020 -0.001078 255 172 51
0.14231260 0.03309622 -0.06281056 -0.000941 255 172 51
0.14432183 0.03283182 -0.06250738 -0.000979 255 172 51
0.14817107 0.03086479 -0.06628891 0.000472 255 172 51
0.15227017 0.02900766 -0.06642314 0.000506 255 172 51
0.15319107 0.02794820 -0.06653908 0.000586 255 172 51
0.15533181 0.02480740 -0.06667218 0.000687 255 172 51
0.15563472 0.02241772 -0.06673449 0.000736 255 172 51
0.15230589 0.01264030 -0.06676634 0.000627 255 172 51
